30973.0,807095.0,89
30973.0,2425151.0,89
30973.0,5796972.0,55
30973.0,5920532.0,89
30973.0,13058772.0,89
30973.0,13192972.0,89
30973.0,15162193.0,89
30973.0,15281391.0,33
30973.0,15749983.0,89
30973.0,17007560.0,89
30973.0,17033995.0,89
30973.0,19915096.0,89
30973.0,20793816.0,89
30973.0,23482357.0,89
30973.0,23964382.0,89
30973.0,46177695.0,89
30973.0,50687788.0,89
772368.0,807095.0,89
772368.0,13058772.0,89
772368.0,20536157.0,89
772368.0,104509652.0,89
809273.0,2803191.0,89
809273.0,7712452.0,89
809273.0,13058772.0,89
809273.0,14390109.0,89
809273.0,15897465.0,89
809273.0,15935591.0,89
809273.0,17008203.0,89
809273.0,27025414.0,89
809273.0,69687111.0,89
809273.0,74286565.0,89
1125071.0,807095.0,89
1125071.0,2803191.0,89
1125071.0,5920532.0,89
1125071.0,7712452.0,89
1125071.0,15281391.0,89
1125071.0,15397465.0,89
1125071.0,16147150.0,89
1125071.0,17033995.0,89
1125071.0,17475575.0,89
1125071.0,18572345.0,89
1125071.0,19604690.0,89
1125071.0,19775248.0,89
1125071.0,20595739.0,89
1125071.0,20793816.0,89
1125071.0,31957731.0,89
1125071.0,33612317.0,89
1125071.0,42712551.0,89
1125071.0,52105049.0,89
1125071.0,134887156.0,89
1178011.0,30973.0,89
1178011.0,807095.0,89
1178011.0,1125071.0,89
1178011.0,5796972.0,89
1178011.0,13058772.0,89
1178011.0,14791918.0,89
1178011.0,15515919.0,16
1178011.0,17193794.0,89
1178011.0,19781200.0,89
1178011.0,104509652.0,89
1178011.0,189258194.0,89
2425151.0,19709040.0,89
2425151.0,20536157.0,89
2803191.0,807095.0,89
2803191.0,809273.0,89
2803191.0,12092012.0,89
2803191.0,14580438.0,89
2803191.0,15324722.0,89
2803191.0,15676492.0,89
2803191.0,15749983.0,89
2803191.0,15935591.0,89
2803191.0,15991258.0,89
2803191.0,17193794.0,89
2803191.0,20536157.0,89
2803191.0,20793816.0,89
2803191.0,22061951.0,89
2803191.0,24727891.0,89
2803191.0,25341996.0,89
2803191.0,34442404.0,89
2803191.0,42712551.0,89
2803191.0,59602642.0,89
2803191.0,61698439.0,89
2803191.0,66237835.0,89
2803191.0,74286565.0,89
2803191.0,267399199.0,89
2803191.0,415859364.0,89
3331681.0,807095.0,89
3331681.0,7712452.0,89
3331681.0,13298072.0,89
3331681.0,14791918.0,89
3331681.0,15397465.0,89
3331681.0,16149262.0,89
3331681.0,104509652.0,89
5796972.0,30973.0,86
5796972.0,1178011.0,89
5796972.0,2803191.0,89
5796972.0,6449282.0,52
5796972.0,13058772.0,18
5796972.0,14620190.0,89
5796972.0,14946736.0,89
5796972.0,14972869.0,1
5796972.0,15281391.0,89
5796972.0,15838969.0,89
5796972.0,15996830.0,89
5796972.0,17007560.0,89
5796972.0,17338082.0,89
